Reaction,Metal,Support,Temperature,Pressure,Activity,Selectivity
co2-reduction,In,BEA,428.0256743882824,57.28503290359004,0.9133483502238005,0.99
biomass-to-hmf,Cu,HZSM-5,483.71943660051306,51.554506831366105,0.6387577747017391,0.666409778994357
syngas-to-ethanol,Cu,C,579.5559150591604,57.279342826229716,0.5117012227176574,0.4992747918139349
co2-reduction,Fe,Al2O3,530.6191250916586,77.09603052467862,0.5600265829236937,0.5670445764160961
ethanol-to-jet,Cu,C,266.70892731111576,19.038605320811804,0.4016465148206424,0.34578719173529227
syngas-to-ethanol,Ni,SAPO-34,420.56351505138707,70.73347694029736,0.5907077123903626,0.6062076615486404
co2-reduction,Pt,C,642.2802719151148,45.54484266606888,0.4971705755550052,0.5581191150446884
co2-reduction,Fe,CeO2,287.1944410376757,8.743832416503885,0.40244490679806877,0.4096243036233268
biomass-to-hmf,Pd,SAPO-34,431.9692984025508,2.773606692097035,0.5091010387306423,0.5470866535048506
syngas-to-ethanol,Cu,HZSM-5,261.627978282203,48.23486751732333,0.49527706427789986,0.5162575628791057
syngas-to-ethanol,Au,C,346.81998828071795,81.500115479665,0.5568058519705117,0.6207790985533992
biomass-to-hmf,Fe,MgO,673.0164777243646,9.675877931593796,0.5520862332029426,0.5812634483535369
methanol-synthesis,Ni,SiO2,222.74312660380707,2.572639405036055,0.49352413765682795,0.5225170019215846
methanol-synthesis,Ni,SiO2,462.72617594603514,15.37026485297264,0.5646553716006325,0.6074331545516681
methanol-synthesis,Ru,BEA,274.0943942663133,30.790869088488762,0.582474044716196,0.6360045727151553
syngas-to-ethanol,Co,C,424.22149601713517,12.52942313585015,0.5635198765096295,0.5815907423732847
methanol-synthesis,Sn,C,776.5134659802947,47.67743066655955,0.2353429228120676,0.26396243837085137
syngas-to-ethanol,Pt,SiO2,280.8699730160863,57.37361571278888,0.5225301706431269,0.4290393536665187
syngas-to-ethanol,Ni,TiO2,155.11828263648812,63.410578153396564,0.4419108078043818,0.4277538629671934
syngas-to-ethanol,Ru,C,629.1009036908285,59.98811550719123,0.4849570126429587,0.42448316587201845
biomass-to-hmf,Pd,HZSM-5,466.87273353183446,49.123995101617396,0.6194489364676091,0.6320226169146347
biomass-to-hmf,Sn,C,300.73876093543106,7.00976354109177,0.590286543401074,0.5524969683931559
ethanol-to-jet,Ru,TiO2,509.6161953455349,27.517038214168267,0.5524353563208282,0.635205711975243
syngas-to-ethanol,Ag,SAPO-34,471.6127202268902,93.95748312750311,0.5758219258076731,0.545213579949932
co2-reduction,Ag,MgO,163.52450106193666,29.513067363908174,0.8745603832705998,0.8566589142832505
methanol-synthesis,Ag,TiO2,434.77194756915435,51.25595857762196,0.5930301399668383,0.6300127975530718
biomass-to-hmf,Au,TiO2,749.1281378370902,85.49192535433356,0.20453219562463534,0.2704473118672688
syngas-to-ethanol,Co,Al2O3,619.946752208474,39.646752059612666,0.503634026216467,0.483059368988358
syngas-to-ethanol,Au,TiO2,667.3822314069505,80.17575083764808,0.49553829228892754,0.4936597600399535
methanol-synthesis,Pt,SiO2,333.5971899252638,75.17617588142303,0.5134399348277537,0.5881868462004155
syngas-to-ethanol,Co,CeO2,279.6647448212218,60.96915171836605,0.502066281613531,0.5242163881358997
ethanol-to-jet,Ru,C,347.373730708415,21.733861194001292,0.6475774885287021,0.5965193656506871
ethanol-to-jet,Ni,TiO2,722.5889695400388,36.347343608855134,0.3236735949517614,0.3102915404068217
methanol-synthesis,Co,BEA,170.78050504945293,7.302893038360325,0.5423385387608247,0.43597716774324996
syngas-to-ethanol,Cu,SiO2,228.44722133344362,23.185468235240606,0.49504528498793654,0.46490425219873843
co2-reduction,Fe,TiO2,650.0930359984907,77.23939440320171,0.5216131475317077,0.5451153569001178
biomass-to-hmf,Pd,CeO2,704.7152962430426,87.49587186443325,0.2646187052588987,0.22901001205009652
biomass-to-hmf,Au,SAPO-34,609.1631962565655,92.73657774687189,0.4944667315721335,0.44963462020637307
syngas-to-ethanol,Ag,SAPO-34,783.528841799719,78.38358715509385,0.34209918477260637,0.3236388247502341
biomass-to-hmf,Cu,BEA,177.28013418427648,11.435697291326397,0.3546505890339179,0.33590948620282757
ethanol-to-jet,In,TiO2,252.07115578224528,29.920175784142106,0.4480728089578014,0.3665090181847541
syngas-to-ethanol,Rh,C,626.15873117611,10.830129655266383,0.43812866808887135,0.44359909168051986
co2-reduction,Fe,CeO2,229.93925513019266,20.98714270049137,0.5664320414124115,0.5820912651056606
syngas-to-ethanol,Ni,SiO2,692.6286904211669,47.89266992949461,0.469674830589213,0.4924700403477481
co2-reduction,Rh,CeO2,205.40201010488087,37.87119938287716,0.47704548448905043,0.4423154660308932
syngas-to-ethanol,Fe,SiO2,248.54728944289732,75.59720993366373,0.4422818665883508,0.3546904262507648
syngas-to-ethanol,In,CeO2,671.1496411169682,41.92753245595087,0.48050381467202774,0.4884064891680343
syngas-to-ethanol,Ag,BEA,666.4947751419925,36.81566259585533,0.49516881649925554,0.4743704701018876
ethanol-to-jet,Ag,CeO2,650.5987097059685,72.04494783892065,0.4527126969651609,0.4831250065494094
biomass-to-hmf,Cu,SAPO-34,369.8973581539316,40.763435953949,0.5341434040026707,0.5729447996948445
methanol-synthesis,Ru,HZSM-5,405.6230730822313,4.672279636244771,0.5498891490536637,0.512267387186012
methanol-synthesis,Pt,HZSM-5,785.526434410698,98.02466040569232,0.22666074046921614,0.2015906331249343
biomass-to-hmf,Pd,MgO,411.30183172046276,68.40619508458859,0.6487656229238989,0.6745470273460967
biomass-to-hmf,Pd,TiO2,741.0000545807353,1.782321116874753,0.34892110560140177,0.37502823289809856
co2-reduction,Rh,CeO2,605.1917915236932,45.17271601963084,0.44481650857348154,0.42827704735710365
methanol-synthesis,Rh,C,603.3561276228197,88.87981475421248,0.46099004354412687,0.5275187887460788
syngas-to-ethanol,In,Al2O3,204.78260013483919,54.20591577228009,0.4401605676786844,0.48484545214813995
syngas-to-ethanol,Sn,CeO2,488.3053067680491,54.53823224536224,0.6446476935054385,0.7361287035912428
methanol-synthesis,Cu,BEA,508.6608033848111,52.6122506464286,0.47951567036852516,0.5151317783475333
methanol-synthesis,Ni,HZSM-5,728.7075699701097,54.453331639303684,0.4140825918269421,0.3832005079802573
co2-reduction,In,Al2O3,622.231010159737,98.7085153238638,0.773247987623382,0.6792474859279938
ethanol-to-jet,Sn,HZSM-5,697.0292366477569,26.7158893426654,0.5356356014430665,0.44147809104013735
biomass-to-hmf,Fe,SAPO-34,181.0263674092588,65.44527951771735,0.48138404735310386,0.5032497067050519
ethanol-to-jet,Ag,Al2O3,522.0829321366411,1.5161264155921983,0.5092587768414957,0.5305310200507043
co2-reduction,In,BEA,698.9222506963223,24.149951872850778,0.8611144927900427,0.9250577834557123
co2-reduction,Pd,CeO2,614.3281362614238,52.446998097104725,0.45238418096306016,0.4185344240401336
methanol-synthesis,Cu,TiO2,485.69368629559784,20.062970969538608,0.5613670277364587,0.6028766183295893
co2-reduction,Ag,SAPO-34,245.25961475496194,43.143521100396846,0.8950199294197532,0.9175811953856786
syngas-to-ethanol,Cu,SAPO-34,190.42588715386665,88.96242038813433,0.5591746833444964,0.5002726399756774
syngas-to-ethanol,In,C,200.74724994630543,68.00542183294374,0.5833612055775569,0.6595231366631698
syngas-to-ethanol,Pt,BEA,487.3142496216004,40.08346504218477,0.6367810998622874,0.7258710453008403
co2-reduction,Pt,C,563.6997470648917,99.65466577982839,0.4171688396161113,0.3909464328029787
syngas-to-ethanol,Sn,MgO,685.4776896972045,15.290271953290718,0.4632348269659024,0.4993087931537696
methanol-synthesis,Ag,C,234.10037218943734,70.74794379476727,0.4474929630198927,0.485367720486767
biomass-to-hmf,Cu,SiO2,446.0310429906928,4.228131569200263,0.6685268071998356,0.7032869522040356
methanol-synthesis,Rh,TiO2,749.1032810411165,12.757839840340761,0.31418755118307506,0.2647938841380376
syngas-to-ethanol,Cu,SAPO-34,390.23087748622214,29.66946693500825,0.5576574516937317,0.620138396958565
biomass-to-hmf,Co,SAPO-34,391.4537802204562,99.11099001073477,0.6389674501952666,0.6370164742263894
co2-reduction,Pd,C,168.18556051166655,15.144069769023652,0.47910452271170545,0.3778141290561366
biomass-to-hmf,Ru,HZSM-5,758.933425927642,31.211232416455918,0.24645737906577805,0.34202833342276423
co2-reduction,In,CeO2,682.4312949983716,49.39057196830577,0.7859772214498766,0.7954512125109306
ethanol-to-jet,Rh,TiO2,193.91695011986232,5.423565129488259,0.55037219865976,0.4876260652596453
syngas-to-ethanol,Pt,Al2O3,517.7465844455612,90.1284415084459,0.5092355237390541,0.5561313006145869
syngas-to-ethanol,Ag,CeO2,645.2683004739843,50.97162226594661,0.5006249660953626,0.644045118878701
syngas-to-ethanol,Ag,C,246.83868410531136,73.05855145451733,0.41657003705609025,0.4695064635502842
ethanol-to-jet,Pt,MgO,401.70282908778245,90.12419735747811,0.5913599131301768,0.6299559208720106
co2-reduction,Rh,HZSM-5,772.7516698523499,89.11427334596607,0.3220653575849623,0.2854075477294625
co2-reduction,Au,SAPO-34,712.8698226634383,71.0136539895505,0.31144981962296703,0.21855474705305267
biomass-to-hmf,Au,Al2O3,514.678830797626,13.254379523899432,0.5301623750285697,0.545070298328096
biomass-to-hmf,Cu,SiO2,770.859412119967,54.64159856072591,0.3319330084321551,0.38483892468651265
ethanol-to-jet,Pt,BEA,273.1073173721363,48.10773352355689,0.5183809920104856,0.5257854630003994
ethanol-to-jet,Cu,BEA,266.8332109268374,2.878384770611591,0.45594658316693537,0.42033554498448283
methanol-synthesis,In,C,205.02116400374967,53.82084282546212,0.5593367310088666,0.6311535012941656
co2-reduction,Ru,HZSM-5,469.45747629019104,93.45102957116858,0.5880944781843973,0.590394615547061
co2-reduction,Ru,CeO2,419.70867526260764,86.10519263343717,0.5547692812503117,0.6134071235136839
co2-reduction,Ru,Al2O3,209.16630532234163,97.99882525081955,0.5332708411845889,0.6303317130077764
biomass-to-hmf,Co,Al2O3,243.62226440559925,26.299898006485137,0.45608384614101305,0.4371834511901022
ethanol-to-jet,Co,Al2O3,768.90707287736,68.18224821053381,0.3115722961262786,0.34389677301256716
ethanol-to-jet,Pt,TiO2,267.9475960706269,71.61676172011849,0.4892166181226184,0.44556856359993335
co2-reduction,Ru,SAPO-34,358.02695149629824,41.86945838785239,0.6440703764461786,0.6801271445734577
co2-reduction,Pd,MgO,762.0253848882907,90.05064883810027,0.2541862949718137,0.32195843502708854
ethanol-to-jet,In,SiO2,638.8869303319826,59.01687860796318,0.5585099354598302,0.5652247603222198
syngas-to-ethanol,Rh,BEA,400.2816417595899,12.393055816437789,0.6039798931188018,0.6316827816745972
ethanol-to-jet,Fe,C,509.5287055864908,7.480362981058504,0.4569148464871871,0.4584164204453912
ethanol-to-jet,Ru,SiO2,743.927813887606,2.84366041903804,0.19238082276954097,0.23620360504468774
biomass-to-hmf,Pt,SAPO-34,310.105462342023,55.916037555810355,0.521925338877907,0.597096330299357
methanol-synthesis,Pd,MgO,439.8884661833974,84.78150740969255,0.5834939953016774,0.5729106462051186
biomass-to-hmf,In,CeO2,392.6483932978349,98.54556283094469,0.5686133046957746,0.5542113609996708
methanol-synthesis,Rh,MgO,774.8788710122575,55.96007257493181,0.3709265672574018,0.2465361344306478
ethanol-to-jet,Ni,C,774.7243876687561,62.45226187732589,0.3638482693044094,0.3807494433594948
methanol-synthesis,Ni,HZSM-5,756.7794304279756,48.73643972767137,0.23964891760713922,0.1858832979546773
biomass-to-hmf,Pd,MgO,799.5072147132579,84.40142859956984,0.38381965136041013,0.33654430736327356
methanol-synthesis,Pt,BEA,332.8523377296706,16.980214209698964,0.542332474470202,0.5991982015884385
biomass-to-hmf,Pt,SAPO-34,345.41492654617736,40.13518521297351,0.6169276438142957,0.5700313649874758
ethanol-to-jet,Co,BEA,799.2338145647041,87.94965013686031,0.610831248770231,0.5595436145882171
methanol-synthesis,Pt,BEA,772.3211629043278,32.51209023974262,0.35504106992113027,0.40810961816478697
co2-reduction,Au,Al2O3,786.7662261370651,71.06765528633512,0.3266003099410971,0.34468336300344793
co2-reduction,In,TiO2,372.0593730874772,46.52013481363859,0.99,0.9899843163694113
biomass-to-hmf,Fe,HZSM-5,744.1118568159587,14.238848738356564,0.24090629372895994,0.2633799893705753
ethanol-to-jet,Pt,C,152.7815109933856,1.9482826858604934,0.6043023524768557,0.5535643778175631
methanol-synthesis,Ru,BEA,731.9243151897077,70.62666783041279,0.2819268616653007,0.3027491635703733
syngas-to-ethanol,Rh,SAPO-34,661.7484027137472,65.26063033547535,0.49730475754971304,0.4481895785308473
ethanol-to-jet,Rh,HZSM-5,730.1719255064019,81.78960332639288,0.35609289281152356,0.4720949289123865
syngas-to-ethanol,Au,SAPO-34,379.4465760277611,81.46534348473897,0.6098065729511953,0.5646031584643953
biomass-to-hmf,Fe,MgO,265.1713139969465,77.02861859183832,0.4225519737473262,0.4354507728083853
ethanol-to-jet,Cu,C,390.81241681099755,20.10609491179278,0.6551938671658128,0.6789522544905819
ethanol-to-jet,In,HZSM-5,642.9736490006551,68.3748808593934,0.4998798079540573,0.470416225364592
co2-reduction,In,SAPO-34,680.5825356300008,62.89841926108802,0.7953918183640954,0.8371293846803396
methanol-synthesis,In,C,778.7427290227224,4.642808249554627,0.34568858106927924,0.2684020917347426
syngas-to-ethanol,Sn,SiO2,154.63801009548013,98.44209026017207,0.5794919489090342,0.6081955099537343
syngas-to-ethanol,Cu,Al2O3,519.916450420109,49.90712082294548,0.5699797322572897,0.5028733448330339
biomass-to-hmf,In,CeO2,192.4844062500222,13.696393093849498,0.43170879222922803,0.42426032674086317
ethanol-to-jet,Co,Al2O3,756.816210377493,85.69241694039516,0.3251392213447597,0.41495726249110787
biomass-to-hmf,Sn,Al2O3,274.7035060151194,68.11989297932857,0.5353039456907566,0.5231698818501549
biomass-to-hmf,Pt,Al2O3,592.4422298675431,88.42709167255973,0.44868153961670537,0.5101815682526629
ethanol-to-jet,Ru,HZSM-5,705.008877517235,32.976927189694855,0.25176472871246425,0.33318815645108035
syngas-to-ethanol,Pd,SAPO-34,592.11275903055,47.192086033984246,0.48578076751967453,0.5653098711505671
co2-reduction,Rh,HZSM-5,724.4715870826928,23.2302724022381,0.3339465645029639,0.32709679003084097
co2-reduction,Ru,BEA,441.7599730607664,1.5107691272648327,0.5740301814086937,0.5569847875413897
methanol-synthesis,Fe,SAPO-34,722.0639982944931,80.95961814755067,0.3214158346187619,0.3252736594296477
methanol-synthesis,Sn,MgO,772.554193797605,91.78252695313418,0.27030942959656473,0.2620278590806831
methanol-synthesis,Co,TiO2,352.02380747235327,62.97347401011121,0.6039288514859574,0.4974921467652168
ethanol-to-jet,Ni,C,430.76681327252385,3.3783294533233716,0.622908405739435,0.5739223445035946
co2-reduction,Pd,SiO2,220.09642465282036,24.597562044273786,0.44233337983971277,0.35796616248417723
co2-reduction,Ni,TiO2,487.7887790364938,24.43762291529186,0.5103053751066055,0.442532999950991
ethanol-to-jet,Pt,C,646.6640708013324,62.909526997798395,0.46454895211847547,0.5622119089948039
biomass-to-hmf,Cu,SAPO-34,783.4416262019165,91.75472341702151,0.2737060162052398,0.28259352151864137
syngas-to-ethanol,Fe,SAPO-34,658.7200558401514,7.138221122268307,0.5200240693253164,0.5265773286361088
syngas-to-ethanol,Ni,Al2O3,546.9801158235996,43.75205998505082,0.49612782696370034,0.4363631387837381
ethanol-to-jet,Au,HZSM-5,513.5177335436049,30.19676025318355,0.5725463774139606,0.6629062095958549
syngas-to-ethanol,Ru,SAPO-34,551.2462846098556,41.69969237653975,0.4158670652938657,0.3646656357495467
biomass-to-hmf,Au,HZSM-5,444.71731036564717,46.956700218627624,0.5860094828811496,0.53778259313564
syngas-to-ethanol,Pt,SAPO-34,370.75070867761167,93.82090037242943,0.6252982776727932,0.5888846675524626
ethanol-to-jet,Ag,BEA,363.32588480471577,20.055650425647585,0.7082528033903301,0.76778023310751
ethanol-to-jet,Ni,SAPO-34,535.3762240195324,84.23716677850365,0.5106287015316108,0.5619780146975973
biomass-to-hmf,Co,BEA,316.5859664306364,42.67969334616162,0.6552950212178654,0.6270976468149533
biomass-to-hmf,Ag,CeO2,308.04911061739364,79.90553281726693,0.5591891377729017,0.563096290921384
ethanol-to-jet,Co,Al2O3,529.9394919224178,51.79944822947974,0.5430818062248972,0.550034826157568
co2-reduction,Pd,BEA,654.0721818406585,15.593497197947293,0.4211501758904501,0.381008953692908
co2-reduction,Pt,TiO2,339.19156409605955,97.056834785641,0.5963013568202811,0.5925180766039896
biomass-to-hmf,Pt,CeO2,187.25646998213062,51.20367887690063,0.5986271088394904,0.5293277117195405
biomass-to-hmf,Ni,MgO,373.4804669545191,97.67456643906844,0.6252794620917937,0.6997351175082083
methanol-synthesis,Cu,TiO2,273.08112184784625,48.096780931825755,0.6135724872711398,0.5933526161119417
syngas-to-ethanol,Pt,TiO2,703.8056435135527,57.04359399783181,0.32457147263601,0.3530594904959423
co2-reduction,Pt,Al2O3,422.1519374370752,17.065718676000397,0.6097740865776645,0.6048318265156992
syngas-to-ethanol,Ni,C,292.6138229516881,1.3660101535762683,0.5217987694750023,0.395186465214018
methanol-synthesis,Sn,SiO2,453.24889239332083,22.100712252131736,0.6341034745031315,0.6404123696862299
syngas-to-ethanol,Sn,TiO2,674.7263497192629,38.21526855473458,0.48887625516108674,0.5912193649470646
syngas-to-ethanol,Co,HZSM-5,385.8311448725302,8.299384530117951,0.5662532990604724,0.5460994996072208
ethanol-to-jet,Rh,SAPO-34,242.56128250714045,44.60040383224145,0.5995776651102367,0.5579745998677439
biomass-to-hmf,Fe,HZSM-5,783.951028952715,20.713164125268708,0.27249423585317306,0.26514296468163057
co2-reduction,Co,SiO2,725.4984492085819,72.16483071635788,0.34203672410647745,0.3524268494741431
co2-reduction,Rh,SiO2,266.05193002068927,3.127710777757046,0.43536873264238685,0.40876030448602735
co2-reduction,Cu,HZSM-5,690.439728575528,14.58710991228634,0.8196322783393895,0.8157712260782372
ethanol-to-jet,Fe,SiO2,348.2970457265704,24.77484335448164,0.6212921829314915,0.6422024707258901
co2-reduction,Au,CeO2,761.7551411874769,97.73308275716946,0.21119941229757988,0.2643964616756227
biomass-to-hmf,Ru,SAPO-34,227.0206577619981,88.38958910473727,0.5126284422998312,0.5818550446795265
methanol-synthesis,In,SiO2,496.16056230535423,69.74103572257813,0.6222099163645336,0.6772760642513217
co2-reduction,Pt,MgO,785.0380011908181,25.210414254518938,0.32332726557250635,0.39063855338264375
ethanol-to-jet,Pt,SiO2,705.3830314282658,30.12409185744219,0.3261125318008889,0.32121676947874367
methanol-synthesis,Fe,SiO2,184.6183337952825,79.76558008586807,0.6136217360223442,0.6580735921363388
methanol-synthesis,Rh,C,286.00442277449406,9.059362483634471,0.5286872210502207,0.4648720002233039
syngas-to-ethanol,Au,SAPO-34,258.83180186598725,39.423468533005526,0.4355846191268231,0.45022039323391577
biomass-to-hmf,Fe,C,487.28003801236844,18.720853223357267,0.607276059888412,0.5765699316379962
co2-reduction,Rh,C,615.1724172475839,49.98441050873739,0.507049134980603,0.5864804813827829
co2-reduction,Pt,MgO,564.768640315312,79.27182365070492,0.534770123727515,0.47771969823987803
ethanol-to-jet,In,SiO2,731.675006314742,45.7559269253437,0.29442455864285283,0.25417623460022476
methanol-synthesis,Ru,SiO2,348.8993736078206,88.98218402513275,0.5806150041795719,0.5599342208980898
biomass-to-hmf,Co,TiO2,315.44400720193073,9.391132684787362,0.5761177208697997,0.51336095227113
ethanol-to-jet,Pd,C,487.2334683576503,23.78758024284437,0.5936172659240905,0.565586884081725
ethanol-to-jet,Ag,BEA,553.7317828732959,43.18413201469159,0.3535275654998866,0.45617616672496974
syngas-to-ethanol,Ru,MgO,388.8827619919769,50.256763103492716,0.6544384827108336,0.6356234464645838
co2-reduction,Ru,HZSM-5,266.7177251510137,24.14524956268714,0.50094095248703,0.44235823512115185
ethanol-to-jet,Fe,SAPO-34,341.43658390411883,50.67472705070903,0.6847861438905433,0.7796505786291988
biomass-to-hmf,Au,SAPO-34,660.8176423585132,92.73398600180758,0.5078346864123262,0.5590112186215934
ethanol-to-jet,Cu,SAPO-34,384.1539790845133,55.05657993875707,0.6087643389466961,0.5419280670028996
co2-reduction,In,TiO2,312.5153679159665,74.77592330978,0.9294088315518171,0.9360052298904149
co2-reduction,In,CeO2,798.963313592594,75.48595230953656,0.6272726140628277,0.6163399501910759
biomass-to-hmf,Pd,HZSM-5,650.5494590450689,28.902681756083492,0.4954300221245443,0.49138609723127125
co2-reduction,Ru,MgO,684.2098554743078,76.02280142810599,0.5026129245248742,0.44958267120504414
ethanol-to-jet,Ag,BEA,793.0285073425944,95.19739650770151,0.2641491925436032,0.19991997925860472
syngas-to-ethanol,In,SiO2,620.1683285604349,21.77762707300027,0.54889077748431,0.4436084303922938
methanol-synthesis,Rh,BEA,642.4538445076339,72.52852478344272,0.5576795171658463,0.6269969870289884
syngas-to-ethanol,Fe,SAPO-34,353.4986417723528,19.596808652956067,0.5848909706508689,0.454734116259504
syngas-to-ethanol,In,C,442.4817581058568,56.286234915109745,0.5819344719016355,0.5787252638371946
co2-reduction,Co,CeO2,348.62175817176774,74.04270105032946,0.5494700890035543,0.5237091693131422
syngas-to-ethanol,Au,TiO2,370.8844572050043,42.495584265487004,0.6765097599431675,0.7097561180582546
syngas-to-ethanol,Sn,BEA,344.7641854133582,59.10855347142178,0.553771794281095,0.47389183580132344
biomass-to-hmf,Ni,CeO2,249.89930566555378,95.31111702644436,0.48364913411951144,0.4729762951519895
co2-reduction,Pt,MgO,787.1118750263531,21.216257236306173,0.3248099593681658,0.29804412373978284
syngas-to-ethanol,Cu,BEA,401.18199678078395,48.00298780765531,0.6255749787680931,0.7223326807711046
co2-reduction,Pt,C,565.3521487979849,31.15990098737857,0.5407750511222131,0.5383706257556745
methanol-synthesis,Cu,BEA,265.4634615096334,82.82100799093715,0.49084247644733525,0.4730088197383417
biomass-to-hmf,Ag,HZSM-5,271.349868397036,7.879612521999963,0.5590320456226072,0.5276663733250421
syngas-to-ethanol,Pd,SiO2,301.47562689497016,66.29741942819336,0.6022611354499992,0.6048210305440535
ethanol-to-jet,Ag,HZSM-5,389.6239726770341,2.09366180010695,0.5749107903594234,0.5062875129652183
co2-reduction,Ru,MgO,252.0730457696082,11.96365088063947,0.5161487251808834,0.5130985265881142
biomass-to-hmf,Ru,C,633.0427903286811,39.51029688533082,0.5250120234718285,0.49833200814987016
methanol-synthesis,Co,SiO2,351.3421645829859,81.97171421540892,0.6610410649406524,0.6172023758800602
syngas-to-ethanol,Co,Al2O3,531.869769706818,50.74502709478461,0.5856020142008946,0.49822018870948154
syngas-to-ethanol,Pd,SiO2,154.8381506964961,15.126506821270484,0.5217385032278445,0.5455100373541757
ethanol-to-jet,Ru,SiO2,491.8067281229753,91.11995135511218,0.5602221466029559,0.5814418434960065
syngas-to-ethanol,Ag,C,524.4862889901184,73.99178037806723,0.5639759334880079,0.4531349915203047
co2-reduction,Au,C,375.4081961155366,84.42130791733521,0.6251372403745407,0.5004736993580368
co2-reduction,Ru,CeO2,419.78429304016845,18.778232873205074,0.5517167598238396,0.6331750780688868
biomass-to-hmf,Sn,MgO,447.5882988425511,91.1724764499733,0.5709108983303973,0.5122169001099487
methanol-synthesis,Sn,SAPO-34,405.80835643499404,94.62304877730296,0.5901031135507658,0.6934984304589434
methanol-synthesis,Co,Al2O3,723.6612909157133,54.23601676446995,0.20841588763969868,0.15585039205773144
ethanol-to-jet,Sn,SiO2,740.6787061748424,41.716537678588786,0.3748715841589813,0.46775670133586794
biomass-to-hmf,Cu,TiO2,199.74686347699134,11.417231536918045,0.4948284387854858,0.4328758036591537
co2-reduction,Ru,C,257.1454187057785,21.529837452623187,0.6047921750904579,0.6845142946779177
ethanol-to-jet,Ag,HZSM-5,197.5770698134847,69.75408569638866,0.5339473493881116,0.4933272319412406
syngas-to-ethanol,Ru,TiO2,634.8723341492725,85.72154134695198,0.49754853295809814,0.48953052890585663
syngas-to-ethanol,Ni,HZSM-5,312.89372648703875,71.2008609011513,0.6165425652307789,0.6890926371373457
methanol-synthesis,Fe,C,465.09350426407195,7.7554799480163545,0.6439708520568701,0.5901020482076322
biomass-to-hmf,Au,SiO2,613.8280005567667,44.334641604761174,0.5688248225009769,0.5844814295016346
syngas-to-ethanol,Pd,CeO2,260.8829121665828,2.788546637385088,0.5343532897929458,0.6076803327568759
ethanol-to-jet,Co,Al2O3,230.69839885476966,74.40320182363764,0.44442098752432246,0.4426297085889993
methanol-synthesis,Cu,HZSM-5,590.2990421475021,16.196151253768363,0.47342727243203925,0.3950343011637665
co2-reduction,Co,SiO2,614.3679769515182,89.37608286611265,0.517335498880246,0.6429133264594672
biomass-to-hmf,In,C,602.8825363594399,83.81361297401972,0.40799611277471237,0.40638208222223887
biomass-to-hmf,Au,SAPO-34,403.9019528681439,31.52410083975406,0.6320271467537386,0.6381810568365477
ethanol-to-jet,Pt,HZSM-5,181.63205163230225,38.36215759772293,0.49434359737421296,0.42938277920192175
methanol-synthesis,In,TiO2,740.6916499514223,20.79858341848296,0.3116393371470082,0.2738011382962119
ethanol-to-jet,Ru,HZSM-5,793.0389062275289,34.37454760247564,0.1905039147510723,0.25023352577675884
methanol-synthesis,Au,SAPO-34,293.3691037683517,88.34631970199732,0.5479192909921021,0.5505023398346561
methanol-synthesis,Sn,CeO2,178.6081330492497,51.737509963368616,0.5114537344102851,0.5651696350460631
co2-reduction,Fe,BEA,557.4111824721537,62.84266196567424,0.5112169828389042,0.5564178605769698
biomass-to-hmf,Ru,MgO,228.52257490951783,22.164218682666466,0.4851258899563075,0.5507250768850048
co2-reduction,Fe,CeO2,159.74647187732654,65.74528319617943,0.5160392862966342,0.5257418834769279
ethanol-to-jet,Ru,SiO2,448.20435563521477,7.535612122254133,0.5364969455643984,0.5508447382794839
co2-reduction,Au,TiO2,178.56031279091027,88.66054500369373,0.45840225412527746,0.42648811779885276
syngas-to-ethanol,Pd,C,789.0166203961394,11.079545397613789,0.25923121858419396,0.20591947198923272
biomass-to-hmf,Pt,CeO2,313.76109960207754,10.37971218963598,0.706238570150848,0.7728055232502682
co2-reduction,Au,MgO,590.6353395503738,97.26431843168463,0.596018375107213,0.5348736241294348
methanol-synthesis,Fe,CeO2,562.9797435933021,88.51273618694309,0.5035626874955447,0.4388873062353399
co2-reduction,Au,C,193.8837641315042,2.7472310307979395,0.4652152561401468,0.41930890696931805
biomass-to-hmf,Ag,MgO,482.16699187744234,74.43957829482943,0.661979200322078,0.64216771641699
biomass-to-hmf,Pt,HZSM-5,301.19383792421735,62.018518784159134,0.6534189666847008,0.6836250111641267
ethanol-to-jet,Pd,SiO2,629.6436345467241,75.96732861631384,0.6151819376052394,0.5412097264482533
biomass-to-hmf,Cu,HZSM-5,239.41106381595398,50.37392170999093,0.56296166198934,0.6202837055093763
methanol-synthesis,Co,MgO,282.85046456251507,4.752764840188117,0.45133105809864826,0.5016877249223063
biomass-to-hmf,Ag,TiO2,237.27355771349505,32.436327447865935,0.5168072481513114,0.505433435153641
ethanol-to-jet,Rh,MgO,571.2301763017613,29.557055341486187,0.4588032256514,0.42284775307894074
ethanol-to-jet,In,TiO2,372.7734700401264,21.375926087736065,0.7024906047892963,0.7025247457371704
ethanol-to-jet,Au,SiO2,670.943674793671,69.93152679674863,0.5391065000765729,0.4995615309931952
methanol-synthesis,Pt,MgO,488.95675285953314,19.171001879824153,0.561007352688918,0.6151065931514151
ethanol-to-jet,Cu,C,195.4901979854686,20.054079280485055,0.4325211894224234,0.41176050102715983
methanol-synthesis,In,CeO2,209.64360507495167,59.670434469996856,0.5017013705536116,0.5072700006456142
methanol-synthesis,In,BEA,200.80693384301566,72.77392137229704,0.4910453357491922,0.5108363248039883
